Sample ID,Location,Sample Date,Matrix,Sample Depth ft bgs,Analyte,Result,Units,Reporting Limit,Qualifier,Latitude,Longitude,Groundwater Elevation ft,Depth to Water ft,Site Area,Analytical Method
MW-4-2024Q1-T,MW-4,2024-02-14,Groundwater,,Tetrachloroethene,3.30,ug/L,0.5,,35.47916,-97.51352,1170.18,14.04,Mid-plume,EPA 8260D
MW-4-2024Q1-VC,MW-4,2024-02-14,Groundwater,,Vinyl chloride,0.794,ug/L,0.2,,35.47916,-97.51352,1170.18,14.04,Mid-plume,EPA 8260D
MW-4-2024Q1-A,MW-4,2024-02-14,Groundwater,,Arsenic,3.22,ug/L,1,,35.47916,-97.51352,1170.18,14.04,Mid-plume,EPA 6010D
MW-4-2024Q1-NAN,MW-4,2024-02-14,Groundwater,,Nitrate as N,1630,ug/L,50,,35.47916,-97.51352,1170.18,14.04,Mid-plume,EPA 300.0
MW-5-2024Q1-B,MW-5,2024-02-14,Groundwater,,Benzene,1.33,ug/L,0.5,J,35.47942,-97.51274,1169.89,14.33,Downgradient,EPA 8260D
MW-5-2024Q1-T,MW-5,2024-02-14,Groundwater,,Toluene,40.7,ug/L,1,,35.47942,-97.51274,1169.89,14.33,Downgradient,EPA 8260D
MW-5-2024Q1-E,MW-5,2024-02-14,Groundwater,,Ethylbenzene,6.01,ug/L,1,,35.47942,-97.51274,1169.89,14.33,Downgradient,EPA 8260D
MW-5-2024Q1-X,MW-5,2024-02-14,Groundwater,,Xylenes,82.8,ug/L,2,,35.47942,-97.51274,1169.89,14.33,Downgradient,EPA 8260D
MW-5-2024Q1-T,MW-5,2024-02-14,Groundwater,,Trichloroethene,2.05,ug/L,0.5,,35.47942,-97.51274,1169.89,14.33,Downgradient,EPA 8260D
MW-5-2024Q1-T,MW-5,2024-02-14,Groundwater,,Tetrachloroethene,1.42,ug/L,0.5,J,35.47942,-97.51274,1169.89,14.33,Downgradient,EPA 8260D
MW-5-2024Q1-VC,MW-5,2024-02-14,Groundwater,,Vinyl chloride,0.393,ug/L,0.2,J,35.47942,-97.51274,1169.89,14.33,Downgradient,EPA 8260D
MW-5-2024Q1-A,MW-5,2024-02-14,Groundwater,,Arsenic,1.96,ug/L,1,J,35.47942,-97.51274,1169.89,14.33,Downgradient,EPA 6010D
MW-5-2024Q1-NAN,MW-5,2024-02-14,Groundwater,,Nitrate as N,971,ug/L,50,,35.47942,-97.51274,1169.89,14.33,Downgradient,EPA 300.0
MW-6-2024Q1-B,MW-6,2024-02-14,Groundwater,,Benzene,1.28,ug/L,0.5,J,35.47788,-97.51633,1169.73,14.49,Upgradient,EPA 8260D
MW-6-2024Q1-T,MW-6,2024-02-14,Groundwater,,Toluene,22.6,ug/L,1,,35.47788,-97.51633,1169.73,14.49,Upgradient,EPA 8260D
MW-6-2024Q1-E,MW-6,2024-02-14,Groundwater,,Ethylbenzene,5.55,ug/L,1,,35.47788,-97.51633,1169.73,14.49,Upgradient,EPA 8260D
MW-6-2024Q1-X,MW-6,2024-02-14,Groundwater,,Xylenes,<2,ug/L,2,U,35.47788,-97.51633,1169.73,14.49,Upgradient,EPA 8260D
MW-6-2024Q1-T,MW-6,2024-02-14,Groundwater,,Trichloroethene,0.756,ug/L,0.5,J,35.47788,-97.51633,1169.73,14.49,Upgradient,EPA 8260D
MW-6-2024Q1-T,MW-6,2024-02-14,Groundwater,,Tetrachloroethene,1.16,ug/L,0.5,J,35.47788,-97.51633,1169.73,14.49,Upgradient,EPA 8260D
MW-6-2024Q1-VC,MW-6,2024-02-14,Groundwater,,Vinyl chloride,0.262,ug/L,0.2,J,35.47788,-97.51633,1169.73,14.49,Upgradient,EPA 8260D
MW-6-2024Q1-A,MW-6,2024-02-14,Groundwater,,Arsenic,1.35,ug/L,1,J,35.47788,-97.51633,1169.73,14.49,Upgradient,EPA 6010D
MW-6-2024Q1-NAN,MW-6,2024-02-14,Groundwater,,Nitrate as N,261,ug/L,50,,35.47788,-97.51633,1169.73,14.49,Upgradient,EPA 300.0
MW-7-2024Q1-B,MW-7,2024-02-14,Groundwater,,Benzene,0.702,ug/L,0.5,J,35.48001,-97.51210,1169.78,14.44,Property boundary,EPA 8260D
MW-7-2024Q1-T,MW-7,2024-02-14,Groundwater,,Toluene,7.20,ug/L,1,,35.48001,-97.51210,1169.78,14.44,Property boundary,EPA 8260D
MW-7-2024Q1-E,MW-7,2024-02-14,Groundwater,,Ethylbenzene,6.92,ug/L,1,,35.48001,-97.51210,1169.78,14.44,Property boundary,EPA 8260D
MW-7-2024Q1-X,MW-7,2024-02-14,Groundwater,,Xylenes,34.0,ug/L,2,,35.48001,-97.51210,1169.78,14.44,Property boundary,EPA 8260D
MW-7-2024Q1-T,MW-7,2024-02-14,Groundwater,,Trichloroethene,1.40,ug/L,0.5,J,35.48001,-97.51210,1169.78,14.44,Property boundary,EPA 8260D
MW-7-2024Q1-T,MW-7,2024-02-14,Groundwater,,Tetrachloroethene,1.59,ug/L,0.5,,35.48001,-97.51210,1169.78,14.44,Property boundary,EPA 8260D
MW-7-2024Q1-VC,MW-7,2024-02-14,Groundwater,,Vinyl chloride,0.259,ug/L,0.2,J,35.48001,-97.51210,1169.78,14.44,Property boundary,EPA 8260D
MW-7-2024Q1-A,MW-7,2024-02-14,Groundwater,,Arsenic,1.28,ug/L,1,J,35.48001,-97.51210,1169.78,14.44,Property boundary,EPA 6010D
MW-7-2024Q1-NAN,MW-7,2024-02-14,Groundwater,,Nitrate as N,378,ug/L,50,,35.48001,-97.51210,1169.78,14.44,Property boundary,EPA 300.0
MW-8-2024Q1-B,MW-8,2024-02-14,Groundwater,,Benzene,0.994,ug/L,0.5,J,35.48044,-97.51142,1169.67,14.55,Offsite sentinel,EPA 8260D
MW-8-2024Q1-T,MW-8,2024-02-14,Groundwater,,Toluene,<1,ug/L,1,U,35.48044,-97.51142,1169.67,14.55,Offsite sentinel,EPA 8260D
MW-8-2024Q1-E,MW-8,2024-02-14,Groundwater,,Ethylbenzene,<1,ug/L,1,U,35.48044,-97.51142,1169.67,14.55,Offsite sentinel,EPA 8260D
MW-8-2024Q1-X,MW-8,2024-02-14,Groundwater,,Xylenes,26.4,ug/L,2,,35.48044,-97.51142,1169.67,14.55,Offsite sentinel,EPA 8260D
MW-8-2024Q1-T,MW-8,2024-02-14,Groundwater,,Trichloroethene,0.547,ug/L,0.5,J,35.48044,-97.51142,1169.67,14.55,Offsite sentinel,EPA 8260D
MW-8-2024Q1-T,MW-8,2024-02-14,Groundwater,,Tetrachloroethene,1.06,ug/L,0.5,J,35.48044,-97.51142,1169.67,14.55,Offsite sentinel,EPA 8260D
MW-8-2024Q1-VC,MW-8,2024-02-14,Groundwater,,Vinyl chloride,<0.2,ug/L,0.2,U,35.48044,-97.51142,1169.67,14.55,Offsite sentinel,EPA 8260D
MW-8-2024Q1-A,MW-8,2024-02-14,Groundwater,,Arsenic,<1,ug/L,1,U,35.48044,-97.51142,1169.67,14.55,Offsite sentinel,EPA 6010D
MW-8-2024Q1-NAN,MW-8,2024-02-14,Groundwater,,Nitrate as N,391,ug/L,50,,35.48044,-97.51142,1169.67,14.55,Offsite sentinel,EPA 300.0
MW-1-2024Q2-B,MW-1,2024-05-16,Groundwater,,Benzene,14.9,ug/L,0.5,,35.47821,-97.51566,1171.13,13.09,Source,EPA 8260D
MW-1-2024Q2-T,MW-1,2024-05-16,Groundwater,,Toluene,173,ug/L,1,,35.47821,-97.51566,1171.13,13.09,Source,EPA 8260D
MW-1-2024Q2-E,MW-1,2024-05-16,Groundwater,,Ethylbenzene,54.7,ug/L,1,,35.47821,-97.51566,1171.13,13.09,Source,EPA 8260D
MW-1-2024Q2-X,MW-1,2024-05-16,Groundwater,,Xylenes,326,ug/L,2,,35.47821,-97.51566,1171.13,13.09,Source,EPA 8260D
MW-1-2024Q2-T,MW-1,2024-05-16,Groundwater,,Trichloroethene,15.1,ug/L,0.5,,35.47821,-97.51566,1171.13,13.09,Source,EPA 8260D
MW-1-2024Q2-T,MW-1,2024-05-16,Groundwater,,Tetrachloroethene,9.62,ug/L,0.5,,35.47821,-97.51566,1171.13,13.09,Source,EPA 8260D
MW-1-2024Q2-VC,MW-1,2024-05-16,Groundwater,,Vinyl chloride,3.09,ug/L,0.2,,35.47821,-97.51566,1171.13,13.09,Source,EPA 8260D
MW-1-2024Q2-A,MW-1,2024-05-16,Groundwater,,Arsenic,11.0,ug/L,1,,35.47821,-97.51566,1171.13,13.09,Source,EPA 6010D
MW-1-2024Q2-NAN,MW-1,2024-05-16,Groundwater,,Nitrate as N,4764,ug/L,50,,35.47821,-97.51566,1171.13,13.09,Source,EPA 300.0
MW-2-2024Q2-B,MW-2,2024-05-16,Groundwater,,Benzene,10.9,ug/L,0.5,,35.47842,-97.51498,1170.68,13.54,Source,EPA 8260D
MW-2-2024Q2-T,MW-2,2024-05-16,Groundwater,,Toluene,107,ug/L,1,,35.47842,-97.51498,1170.68,13.54,Source,EPA 8260D
MW-2-2024Q2-E,MW-2,2024-05-16,Groundwater,,Ethylbenzene,37.3,ug/L,1,,35.47842,-97.51498,1170.68,13.54,Source,EPA 8260D
MW-2-2024Q2-X,MW-2,2024-05-16,Groundwater,,Xylenes,295,ug/L,2,,35.47842,-97.51498,1170.68,13.54,Source,EPA 8260D
MW-2-2024Q2-T,MW-2,2024-05-16,Groundwater,,Trichloroethene,11.1,ug/L,0.5,,35.47842,-97.51498,1170.68,13.54,Source,EPA 8260D
MW-2-2024Q2-T,MW-2,2024-05-16,Groundwater,,Tetrachloroethene,7.55,ug/L,0.5,,35.47842,-97.51498,1170.68,13.54,Source,EPA 8260D
MW-2-2024Q2-VC,MW-2,2024-05-16,Groundwater,,Vinyl chloride,2.27,ug/L,0.2,,35.47842,-97.51498,1170.68,13.54,Source,EPA 8260D
MW-2-2024Q2-A,MW-2,2024-05-16,Groundwater,,Arsenic,8.42,ug/L,1,,35.47842,-97.51498,1170.68,13.54,Source,EPA 6010D
MW-2-2024Q2-NAN,MW-2,2024-05-16,Groundwater,,Nitrate as N,3786,ug/L,50,,35.47842,-97.51498,1170.68,13.54,Source,EPA 300.0
MW-3-2024Q2-B,MW-3,2024-05-16,Groundwater,,Benzene,7.71,ug/L,0.5,,35.47883,-97.51421,1170.19,14.03,Mid-plume,EPA 8260D
MW-3-2024Q2-T,MW-3,2024-05-16,Groundwater,,Toluene,66.3,ug/L,1,,35.47883,-97.51421,1170.19,14.03,Mid-plume,EPA 8260D
MW-3-2024Q2-E,MW-3,2024-05-16,Groundwater,,Ethylbenzene,27.8,ug/L,1,,35.47883,-97.51421,1170.19,14.03,Mid-plume,EPA 8260D
MW-3-2024Q2-X,MW-3,2024-05-16,Groundwater,,Xylenes,200,ug/L,2,,35.47883,-97.51421,1170.19,14.03,Mid-plume,EPA 8260D
MW-3-2024Q2-T,MW-3,2024-05-16,Groundwater,,Trichloroethene,7.53,ug/L,0.5,,35.47883,-97.51421,1170.19,14.03,Mid-plume,EPA 8260D
MW-3-2024Q2-T,MW-3,2024-05-16,Groundwater,,Tetrachloroethene,4.92,ug/L,0.5,,35.47883,-97.51421,1170.19,14.03,Mid-plume,EPA 8260D
MW-3-2024Q2-VC,MW-3,2024-05-16,Groundwater,,Vinyl chloride,1.62,ug/L,0.2,,35.47883,-97.51421,1170.19,14.03,Mid-plume,EPA 8260D
MW-3-2024Q2-A,MW-3,2024-05-16,Groundwater,,Arsenic,5.98,ug/L,1,,35.47883,-97.51421,1170.19,14.03,Mid-plume,EPA 6010D
MW-3-2024Q2-NAN,MW-3,2024-05-16,Groundwater,,Nitrate as N,2758,ug/L,50,,35.47883,-97.51421,1170.19,14.03,Mid-plume,EPA 300.0
MW-4-2024Q2-B,MW-4,2024-05-16,Groundwater,,Benzene,5.83,ug/L,0.5,,35.47916,-97.51352,1169.82,14.40,Mid-plume,EPA 8260D
MW-4-2024Q2-T,MW-4,2024-05-16,Groundwater,,Toluene,54.6,ug/L,1,,35.47916,-97.51352,1169.82,14.40,Mid-plume,EPA 8260D
MW-4-2024Q2-E,MW-4,2024-05-16,Groundwater,,Ethylbenzene,20.3,ug/L,1,,35.47916,-97.51352,1169.82,14.40,Mid-plume,EPA 8260D
MW-4-2024Q2-X,MW-4,2024-05-16,Groundwater,,Xylenes,131,ug/L,2,,35.47916,-97.51352,1169.82,14.40,Mid-plume,EPA 8260D
MW-4-2024Q2-T,MW-4,2024-05-16,Groundwater,,Trichloroethene,4.35,ug/L,0.5,,35.47916,-97.51352,1169.82,14.40,Mid-plume,EPA 8260D
MW-4-2024Q2-T,MW-4,2024-05-16,Groundwater,,Tetrachloroethene,2.83,ug/L,0.5,,35.47916,-97.51352,1169.82,14.40,Mid-plume,EPA 8260D
MW-4-2024Q2-VC,MW-4,2024-05-16,Groundwater,,Vinyl chloride,1.10,ug/L,0.2,,35.47916,-97.51352,1169.82,14.40,Mid-plume,EPA 8260D
MW-4-2024Q2-A,MW-4,2024-05-16,Groundwater,,Arsenic,3.17,ug/L,1,,35.47916,-97.51352,1169.82,14.40,Mid-plume,EPA 6010D
MW-4-2024Q2-NAN,MW-4,2024-05-16,Groundwater,,Nitrate as N,1701,ug/L,50,,35.47916,-97.51352,1169.82,14.40,Mid-plume,EPA 300.0
MW-5-2024Q2-B,MW-5,2024-05-16,Groundwater,,Benzene,1.50,ug/L,0.5,J,35.47942,-97.51274,1169.53,14.69,Downgradient,EPA 8260D
MW-5-2024Q2-T,MW-5,2024-05-16,Groundwater,,Toluene,36.1,ug/L,1,,35.47942,-97.51274,1169.53,14.69,Downgradient,EPA 8260D
MW-5-2024Q2-E,MW-5,2024-05-16,Groundwater,,Ethylbenzene,13.2,ug/L,1,,35.47942,-97.51274,1169.53,14.69,Downgradient,EPA 8260D
MW-5-2024Q2-X,MW-5,2024-05-16,Groundwater,,Xylenes,34.5,ug/L,2,,35.47942,-97.51274,1169.53,14.69,Downgradient,EPA 8260D
MW-5-2024Q2-T,MW-5,2024-05-16,Groundwater,,Trichloroethene,2.13,ug/L,0.5,R,35.47942,-97.51274,1169.53,14.69,Downgradient,EPA 8260D
MW-5-2024Q2-T,MW-5,2024-05-16,Groundwater,,Tetrachloroethene,1.98,ug/L,0.5,,35.47942,-97.51274,1169.53,14.69,Downgradient,EPA 8260D
MW-5-2024Q2-VC,MW-5,2024-05-16,Groundwater,,Vinyl chloride,0.408,ug/L,0.2,J,35.47942,-97.51274,1169.53,14.69,Downgradient,EPA 8260D
MW-5-2024Q2-A,MW-5,2024-05-16,Groundwater,,Arsenic,1.49,ug/L,1,J,35.47942,-97.51274,1169.53,14.69,Downgradient,EPA 6010D
MW-5-2024Q2-NAN,MW-5,2024-05-16,Groundwater,,Nitrate as N,542,ug/L,50,,35.47942,-97.51274,1169.53,14.69,Downgradient,EPA 300.0
MW-6-2024Q2-B,MW-6,2024-05-16,Groundwater,,Benzene,2.18,ug/L,0.5,,35.47788,-97.51633,1169.37,14.85,Upgradient,EPA 8260D
MW-6-2024Q2-T,MW-6,2024-05-16,Groundwater,,Toluene,<1,ug/L,1,U,35.47788,-97.51633,1169.37,14.85,Upgradient,EPA 8260D
MW-6-2024Q2-E,MW-6,2024-05-16,Groundwater,,Ethylbenzene,3.67,ug/L,1,,35.47788,-97.51633,1169.37,14.85,Upgradient,EPA 8260D
MW-6-2024Q2-X,MW-6,2024-05-16,Groundwater,,Xylenes,5.33,ug/L,2,J,35.47788,-97.51633,1169.37,14.85,Upgradient,EPA 8260D
MW-6-2024Q2-T,MW-6,2024-05-16,Groundwater,,Trichloroethene,0.721,ug/L,0.5,J,35.47788,-97.51633,1169.37,14.85,Upgradient,EPA 8260D
MW-6-2024Q2-T,MW-6,2024-05-16,Groundwater,,Tetrachloroethene,1.03,ug/L,0.5,J,35.47788,-97.51633,1169.37,14.85,Upgradient,EPA 8260D
MW-6-2024Q2-VC,MW-6,2024-05-16,Groundwater,,Vinyl chloride,0.273,ug/L,0.2,J,35.47788,-97.51633,1169.37,14.85,Upgradient,EPA 8260D
MW-6-2024Q2-A,MW-6,2024-05-16,Groundwater,,Arsenic,<1,ug/L,1,U,35.47788,-97.51633,1169.37,14.85,Upgradient,EPA 6010D
MW-6-2024Q2-NAN,MW-6,2024-05-16,Groundwater,,Nitrate as N,601,ug/L,50,,35.47788,-97.51633,1169.37,14.85,Upgradient,EPA 300.0
MW-7-2024Q2-B,MW-7,2024-05-16,Groundwater,,Benzene,2.22,ug/L,0.5,,35.48001,-97.51210,1169.42,14.80,Property boundary,EPA 8260D
MW-7-2024Q2-T,MW-7,2024-05-16,Groundwater,,Toluene,9.65,ug/L,1,,35.48001,-97.51210,1169.42,14.80,Property boundary,EPA 8260D
MW-7-2024Q2-E,MW-7,2024-05-16,Groundwater,,Ethylbenzene,5.65,ug/L,1,,35.48001,-97.51210,1169.42,14.80,Property boundary,EPA 8260D
MW-7-2024Q2-X,MW-7,2024-05-16,Groundwater,,Xylenes,53.2,ug/L,2,,35.48001,-97.51210,1169.42,14.80,Property boundary,EPA 8260D
MW-7-2024Q2-T,MW-7,2024-05-16,Groundwater,,Trichloroethene,1.16,ug/L,0.5,J,35.48001,-97.51210,1169.42,14.80,Property boundary,EPA 8260D
MW-7-2024Q2-T,MW-7,2024-05-16,Groundwater,,Tetrachloroethene,0.693,ug/L,0.5,J,35.48001,-97.51210,1169.42,14.80,Property boundary,EPA 8260D
MW-7-2024Q2-VC,MW-7,2024-05-16,Groundwater,,Vinyl chloride,0.244,ug/L,0.2,J,35.48001,-97.51210,1169.42,14.80,Property boundary,EPA 8260D
MW-7-2024Q2-A,MW-7,2024-05-16,Groundwater,,Arsenic,1.38,ug/L,1,J,35.48001,-97.51210,1169.42,14.80,Property boundary,EPA 6010D
MW-7-2024Q2-NAN,MW-7,2024-05-16,Groundwater,,Nitrate as N,827,ug/L,50,,35.48001,-97.51210,1169.42,14.80,Property boundary,EPA 300.0
MW-8-2024Q2-B,MW-8,2024-05-16,Groundwater,,Benzene,0.568,ug/L,0.5,J,35.48044,-97.51142,1169.31,14.91,Offsite sentinel,EPA 8260D
MW-8-2024Q2-T,MW-8,2024-05-16,Groundwater,,Toluene,9.24,ug/L,1,R,35.48044,-97.51142,1169.31,14.91,Offsite sentinel,EPA 8260D
MW-8-2024Q2-E,MW-8,2024-05-16,Groundwater,,Ethylbenzene,5.04,ug/L,1,,35.48044,-97.51142,1169.31,14.91,Offsite sentinel,EPA 8260D
MW-8-2024Q2-X,MW-8,2024-05-16,Groundwater,,Xylenes,43.1,ug/L,2,,35.48044,-97.51142,1169.31,14.91,Offsite sentinel,EPA 8260D
MW-8-2024Q2-T,MW-8,2024-05-16,Groundwater,,Trichloroethene,1.05,ug/L,0.5,J,35.48044,-97.51142,1169.31,14.91,Offsite sentinel,EPA 8260D
MW-8-2024Q2-T,MW-8,2024-05-16,Groundwater,,Tetrachloroethene,1.09,ug/L,0.5,J,35.48044,-97.51142,1169.31,14.91,Offsite sentinel,EPA 8260D
MW-8-2024Q2-VC,MW-8,2024-05-16,Groundwater,,Vinyl chloride,<0.2,ug/L,0.2,U,35.48044,-97.51142,1169.31,14.91,Offsite sentinel,EPA 8260D
MW-8-2024Q2-A,MW-8,2024-05-16,Groundwater,,Arsenic,<1,ug/L,1,U,35.48044,-97.51142,1169.31,14.91,Offsite sentinel,EPA 6010D
MW-8-2024Q2-NAN,MW-8,2024-05-16,Groundwater,,Nitrate as N,237,ug/L,50,,35.48044,-97.51142,1169.31,14.91,Offsite sentinel,EPA 300.0
MW-1-2024Q3-B,MW-1,2024-08-15,Groundwater,,Benzene,12.3,ug/L,0.5,,35.47821,-97.51566,1171.60,12.62,Source,EPA 8260D
MW-1-2024Q3-T,MW-1,2024-08-15,Groundwater,,Toluene,126,ug/L,1,,35.47821,-97.51566,1171.60,12.62,Source,EPA 8260D
MW-1-2024Q3-E,MW-1,2024-08-15,Groundwater,,Ethylbenzene,45.2,ug/L,1,,35.47821,-97.51566,1171.60,12.62,Source,EPA 8260D
MW-1-2024Q3-X,MW-1,2024-08-15,Groundwater,,Xylenes,311,ug/L,2,,35.47821,-97.51566,1171.60,12.62,Source,EPA 8260D
MW-1-2024Q3-T,MW-1,2024-08-15,Groundwater,,Trichloroethene,13.6,ug/L,0.5,,35.47821,-97.51566,1171.60,12.62,Source,EPA 8260D
MW-1-2024Q3-T,MW-1,2024-08-15,Groundwater,,Tetrachloroethene,8.22,ug/L,0.5,,35.47821,-97.51566,1171.60,12.62,Source,EPA 8260D
MW-1-2024Q3-VC,MW-1,2024-08-15,Groundwater,,Vinyl chloride,3.09,ug/L,0.2,B,35.47821,-97.51566,1171.60,12.62,Source,EPA 8260D
MW-1-2024Q3-A,MW-1,2024-08-15,Groundwater,,Arsenic,9.01,ug/L,1,,35.47821,-97.51566,1171.60,12.62,Source,EPA 6010D
MW-1-2024Q3-NAN,MW-1,2024-08-15,Groundwater,,Nitrate as N,4668,ug/L,50,,35.47821,-97.51566,1171.60,12.62,Source,EPA 300.0
MW-2-2024Q3-B,MW-2,2024-08-15,Groundwater,,Benzene,9.58,ug/L,0.5,,35.47842,-97.51498,1171.15,13.07,Source,EPA 8260D
MW-2-2024Q3-T,MW-2,2024-08-15,Groundwater,,Toluene,87.4,ug/L,1,,35.47842,-97.51498,1171.15,13.07,Source,EPA 8260D
MW-2-2024Q3-E,MW-2,2024-08-15,Groundwater,,Ethylbenzene,27.4,ug/L,1,,35.47842,-97.51498,1171.15,13.07,Source,EPA 8260D
MW-2-2024Q3-X,MW-2,2024-08-15,Groundwater,,Xylenes,244,ug/L,2,,35.47842,-97.51498,1171.15,13.07,Source,EPA 8260D
MW-2-2024Q3-T,MW-2,2024-08-15,Groundwater,,Trichloroethene,10.5,ug/L,0.5,,35.47842,-97.51498,1171.15,13.07,Source,EPA 8260D
MW-2-2024Q3-T,MW-2,2024-08-15,Groundwater,,Tetrachloroethene,6.63,ug/L,0.5,,35.47842,-97.51498,1171.15,13.07,Source,EPA 8260D
MW-2-2024Q3-VC,MW-2,2024-08-15,Groundwater,,Vinyl chloride,2.20,ug/L,0.2,,35.47842,-97.51498,1171.15,13.07,Source,EPA 8260D
MW-2-2024Q3-A,MW-2,2024-08-15,Groundwater,,Arsenic,7.41,ug/L,1,,35.47842,-97.51498,1171.15,13.07,Source,EPA 6010D
MW-2-2024Q3-NAN,MW-2,2024-08-15,Groundwater,,Nitrate as N,3299,ug/L,50,,35.47842,-97.51498,1171.15,13.07,Source,EPA 300.0
MW-3-2024Q3-B,MW-3,2024-08-15,Groundwater,,Benzene,6.51,ug/L,0.5,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2024Q3-T,MW-3,2024-08-15,Groundwater,,Toluene,62.7,ug/L,1,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2024Q3-E,MW-3,2024-08-15,Groundwater,,Ethylbenzene,26.0,ug/L,1,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2024Q3-X,MW-3,2024-08-15,Groundwater,,Xylenes,186,ug/L,2,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2024Q3-T,MW-3,2024-08-15,Groundwater,,Trichloroethene,7.89,ug/L,0.5,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2024Q3-T,MW-3,2024-08-15,Groundwater,,Tetrachloroethene,4.96,ug/L,0.5,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2024Q3-VC,MW-3,2024-08-15,Groundwater,,Vinyl chloride,1.65,ug/L,0.2,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2024Q3-A,MW-3,2024-08-15,Groundwater,,Arsenic,5.01,ug/L,1,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 6010D
MW-3-2024Q3-NAN,MW-3,2024-08-15,Groundwater,,Nitrate as N,2588,ug/L,50,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 300.0
MW-4-2024Q3-B,MW-4,2024-08-15,Groundwater,,Benzene,5.14,ug/L,0.5,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2024Q3-T,MW-4,2024-08-15,Groundwater,,Toluene,48.1,ug/L,1,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2024Q3-E,MW-4,2024-08-15,Groundwater,,Ethylbenzene,8.91,ug/L,1,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2024Q3-X,MW-4,2024-08-15,Groundwater,,Xylenes,80.5,ug/L,2,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2024Q3-T,MW-4,2024-08-15,Groundwater,,Trichloroethene,5.00,ug/L,0.5,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2024Q3-T,MW-4,2024-08-15,Groundwater,,Tetrachloroethene,3.03,ug/L,0.5,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2024Q3-VC,MW-4,2024-08-15,Groundwater,,Vinyl chloride,0.975,ug/L,0.2,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2024Q3-A,MW-4,2024-08-15,Groundwater,,Arsenic,2.41,ug/L,1,J,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 6010D
MW-4-2024Q3-NAN,MW-4,2024-08-15,Groundwater,,Nitrate as N,1446,ug/L,50,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 300.0
MW-5-2024Q3-B,MW-5,2024-08-15,Groundwater,,Benzene,1.31,ug/L,0.5,J,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2024Q3-T,MW-5,2024-08-15,Groundwater,,Toluene,17.1,ug/L,1,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2024Q3-E,MW-5,2024-08-15,Groundwater,,Ethylbenzene,9.53,ug/L,1,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2024Q3-X,MW-5,2024-08-15,Groundwater,,Xylenes,56.2,ug/L,2,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2024Q3-T,MW-5,2024-08-15,Groundwater,,Trichloroethene,2.14,ug/L,0.5,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2024Q3-T,MW-5,2024-08-15,Groundwater,,Tetrachloroethene,1.60,ug/L,0.5,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2024Q3-VC,MW-5,2024-08-15,Groundwater,,Vinyl chloride,0.638,ug/L,0.2,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2024Q3-A,MW-5,2024-08-15,Groundwater,,Arsenic,1.44,ug/L,1,J,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 6010D
MW-5-2024Q3-NAN,MW-5,2024-08-15,Groundwater,,Nitrate as N,947,ug/L,50,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 300.0
MW-6-2024Q3-B,MW-6,2024-08-15,Groundwater,,Benzene,1.39,ug/L,0.5,J,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
MW-6-2024Q3-T,MW-6,2024-08-15,Groundwater,,Toluene,1.81,ug/L,1,J,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
MW-6-2024Q3-E,MW-6,2024-08-15,Groundwater,,Ethylbenzene,1.26,ug/L,1,J,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
